primary_type,location_description,count
THEFT,CTA PARKING LOT/GARAGE/OTHER PROPERTY,16
THEFT,POLICE FACILITY/VEHICLE PARKING LOT,16
THEFT,AIRPORT TRANSPORTATION SYSTEM (ATS),15
THEFT,AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA,10
THEFT,FOREST PRESERVE,10
THEFT,CEMETARY,9
THEFT,COLLEGE/UNIVERSITY - GROUNDS,9
THEFT,HIGHWAY/EXPRESSWAY,9
THEFT,SAVINGS AND LOAN,8
THEFT,JAIL/LOCK-UP FACILITY,7
THEFT,BRIDGE,6
THEFT,CTA TRACKS - RIGHT OF WAY,6
THEFT,AIRPORT/AIRCRAFT,5
THEFT,NEWSSTAND,4
THEFT,VEHICLE-COMMERCIAL - ENTERTAINMENT/PARTY BUS,4
THEFT,CREDIT UNION,3
THEFT,KENNEL,2
THEFT,VEHICLE - COMMERCIAL: TROLLEY BUS,2
THEFT,FARM,1
THEFT,HORSE STABLE,1
THEFT,VEHICLE-COMMERCIAL - TROLLEY BUS,1
WEAPONS VIOLATION,STREET,10110
WEAPONS VIOLATION,SIDEWALK,2677
WEAPONS VIOLATION,ALLEY,2019
WEAPONS VIOLATION,RESIDENCE,1058
WEAPONS VIOLATION,APARTMENT,684
WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,663
WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),512
WEAPONS VIOLATION,GAS STATION,308
WEAPONS VIOLATION,PARKING LOT/GARAGE(NON.RESID.),284
WEAPONS VIOLATION,RESIDENCE - YARD (FRONT/BACK),239
WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,183
WEAPONS VIOLATION,PARK PROPERTY,158
WEAPONS VIOLATION,PARKING LOT/GARAGE (NON RESIDENTIAL),158
WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,157
WEAPONS VIOLATION,VACANT LOT/LAND,142
WEAPONS VIOLATION,RESIDENCE - PORCH/HALLWAY,84
WEAPONS VIOLATION,SCHOOL - PUBLIC BUILDING,84
WEAPONS VIOLATION,OTHER,59
WEAPONS VIOLATION,RESTAURANT,47
WEAPONS VIOLATION,CONVENIENCE STORE,44
WEAPONS VIOLATION,SCHOOL - PUBLIC GROUNDS,36
WEAPONS VIOLATION,RESIDENCE - GARAGE,35
WEAPONS VIOLATION,OTHER (SPECIFY),31
WEAPONS VIOLATION,DRIVEWAY - RESIDENTIAL,29
WEAPONS VIOLATION,SMALL RETAIL STORE,29
WEAPONS VIOLATION,HOSPITAL BUILDING/GROUNDS,26
WEAPONS VIOLATION,CTA PLATFORM,23
WEAPONS VIOLATION,ABANDONED BUILDING,22
WEAPONS VIOLATION,HOTEL/MOTEL,21
WEAPONS VIOLATION,CHA APARTMENT,20
WEAPONS VIOLATION,POLICE FACILITY/VEH PARKING LOT,17
WEAPONS VIOLATION,GROCERY FOOD STORE,16
WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,14
WEAPONS VIOLATION,CTA BUS STOP,14
WEAPONS VIOLATION,CTA STATION,14
WEAPONS VIOLATION,COMMERCIAL/BUSINESS OFFICE,12
WEAPONS VIOLATION,HIGHWAY/EXPRESSWAY,12
WEAPONS VIOLATION,SCHOOL - PRIVATE BUILDING,12
WEAPONS VIOLATION,BAR OR TAVERN,10
WEAPONS VIOLATION,GOVERNMENT BUILDING/PROPERTY,10
WEAPONS VIOLATION,TAVERN/LIQUOR STORE,9
WEAPONS VIOLATION,BRIDGE,7
WEAPONS VIOLATION,DEPARTMENT STORE,7
WEAPONS VIOLATION,OTHER RAILROAD PROP/TRAIN DEPOT,7
WEAPONS VIOLATION,VEHICLE-COMMERCIAL,7
WEAPONS VIOLATION,CTA BUS,6
WEAPONS VIOLATION,CTA TRAIN,6
WEAPONS VIOLATION,BARBERSHOP,5
WEAPONS VIOLATION,CHA HALLWAY/STAIRWELL/ELEVATOR,5
WEAPONS VIOLATION,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,5
WEAPONS VIOLATION,VEHICLE - COMMERCIAL,5
WEAPONS VIOLATION,WAREHOUSE,5
WEAPONS VIOLATION,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,3
WEAPONS VIOLATION,AIRPORT EXTERIOR - NON-SECURE AREA,3
WEAPONS VIOLATION,AUTO/BOAT/RV DEALERSHIP,3
WEAPONS VIOLATION,CAR WASH,3
WEAPONS VIOLATION,LAKEFRONT/WATERFRONT/RIVERBANK,3
WEAPONS VIOLATION,SCHOOL - PRIVATE GROUNDS,3
WEAPONS VIOLATION,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",3
WEAPONS VIOLATION,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,2
WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,2
WEAPONS VIOLATION,ATHLETIC CLUB,2
WEAPONS VIOLATION,BANK,2
WEAPONS VIOLATION,CEMETARY,2
WEAPONS VIOLATION,CONSTRUCTION SITE,2
WEAPONS VIOLATION,CURRENCY EXCHANGE,2
WEAPONS VIOLATION,DAY CARE CENTER,2
WEAPONS VIOLATION,OTHER RAILROAD PROPERTY/TRAIN DEPOT,2
WEAPONS VIOLATION,POLICE FACILITY/VEHICLE PARKING LOT,2
WEAPONS VIOLATION,VEHICLE - COMMERCIAL: ENTERTAINMENT/PARTY BUS,2
WEAPONS VIOLATION,VEHICLE - DELIVERY TRUCK,2
WEAPONS VIOLATION,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",2
WEAPONS VIOLATION,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,1
WEAPONS VIOLATION,APPLIANCE STORE,1
WEAPONS VIOLATION,BOWLING ALLEY,1
WEAPONS VIOLATION,CLEANING STORE,1
WEAPONS VIOLATION,CTA GARAGE/OTHER PROPERTY,1
WEAPONS VIOLATION,DRUG STORE,1
WEAPONS VIOLATION,FACTORY/MANUFACTURING BUILDING,1
WEAPONS VIOLATION,FOREST PRESERVE,1
WEAPONS VIOLATION,MEDICAL/DENTAL OFFICE,1
WEAPONS VIOLATION,OTHER COMMERCIAL TRANSPORTATION,1
WEAPONS VIOLATION,POOL ROOM,1
WEAPONS VIOLATION,SAVINGS AND LOAN,1
WEAPONS VIOLATION,SPORTS ARENA/STADIUM,1
WEAPONS VIOLATION,VEHICLE-COMMERCIAL - ENTERTAINMENT/PARTY BUS,1
